title,info
The Fifth Element,"['2257', 'taxi', 'driver', 'unintent', 'given', 'task', 'save', 'young', 'girl', 'part']['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
Frozen,"['true', 'love', 'young', 'princess', 'anna', 'arendell', 'dream', 'find', 'sister', 'elsa']['Animation', 'Adventure', 'Family']"
Overdrive,"['master', 'car', 'thiev', 'squar', 'french', 'gangster', 'south', 'franc', 'money', 'women']['Thriller', 'Action']"
Inside Out,"['riley', 'emot', 'life', 'new', 'san', 'francisco', 'joy', 'headquart', 'grow', 'bumpi']['Drama', 'Comedy', 'Animation', 'Family']"
The Mummy,"['dash', 'legionnair', 'rick', 'oconnel', 'companion', 'beni', 'stumbl', 'upon', 'hidden', 'ruin']['Adventure', 'Action', 'Fantasy']"
Grown Ups,"['high', 'school', 'basketbal', 'coach', 'pass', 'away', 'five', 'good', 'friend', 'former']['Comedy']"
A Dog's Will,"['live', 'joão', 'grilo', 'sli', 'chicó', 'poor', 'guy', 'live', 'hinterland', 'cheat']['Adventure', 'Comedy', 'Drama']"
The Hangover,"['doug', 'three', 'friend', 'final', 'come', 'raucous', 'night', 'bachelorparti', 'revelri', 'find']['Comedy']"
Iron Man 3,"['toni', 'stark', 'world', 'torn', 'apart', 'formid', 'terrorist', 'call', 'mandarin', 'start']['Action', 'Adventure', 'Science Fiction']"
DragonHeart,"['bowen', 'face', 'heart', 'draco', 'king', 'ancient', 'time', 'majest', 'firebreath', 'soar']['Fantasy']"
Saw,"['victim', 'must', 'obsess', 'teach', 'valu', 'life', 'derang', 'sadist', 'serial', 'killer']['Horror', 'Mystery', 'Crime']"
The Revenant,"['1820s', 'frontiersman', 'hugh', 'glass', 'set', 'path', 'vengeanc', 'left', 'dead', 'bear']['Western', 'Drama', 'Adventure', 'Thriller']"
Beauty and the Beast,"['bell', 'castl', 'follow', 'adventur', 'bright', 'young', 'woman', 'find', 'princ', 'turn']['Romance', 'Family', 'Animation', 'Fantasy', 'Music']"
The Big Sick,"['kumail', 'emili', 'pakistanborn', 'comedian', 'nanjiani', 'grad', 'student', 'gardner', 'fall', 'love']['Comedy', 'Drama', 'Romance']"
Alien,"['planet', 'crew', 'egg', 'insid', 'return', 'earth', 'commerci', 'spaceship', 'nostromo', 'intercept']['Horror', 'Action', 'Thriller', 'Science Fiction']"
Harry Potter and the Deathly Hallows: Part 1,"['harri', 'voldemort', 'ron', 'hermion', 'walk', 'away', 'last', 'year', 'hogwart', 'find']['Adventure', 'Fantasy', 'Family']"
The Hobbit: An Unexpected Journey,"['bilbo', 'baggin', 'hobbit', 'enjoy', 'quiet', 'life', 'swept', 'epic', 'quest', 'gandalf']['Adventure', 'Fantasy', 'Action']"
Power Rangers,"['power', 'ranger', 'saban', 'follow', 'five', 'ordinari', 'teen', 'must', 'becom', 'someth']['Action', 'Adventure', 'Science Fiction']"
Annabelle,"['mia', 'annabell', 'john', 'form', 'found', 'perfect', 'gift', 'expect', 'wife', 'beauti']['Horror']"
The Purge,"['given', 'countri', 'overcrowd', 'prison', 'govern', 'begin', 'allow', '12hour', 'period', 'time']['Science Fiction', 'Horror', 'Thriller']"
Gladiator,"['maximus', 'death', 'battl', 'emperor', 'marcus', 'roman', 'one', 'commodus', 'gladiat', 'men']['Action', 'Drama', 'Adventure']"
Casino Royale,"['game', 'chiffr', 'poker', 'bond', 'banker', 'world', 'terrorist', 'schedul', 'particip', 'highstak']['Adventure', 'Action', 'Thriller']"
The Jungle Book,"['mowg', 'way', 'boy', 'make', 'manvillag', 'bagheera', 'wise', 'panther', 'along', 'meet']['Family', 'Animation', 'Adventure']"
Fist Fight,"['one', 'school', 'teacher', 'get', 'fire', 'challeng', 'afterschool', 'fight']['Comedy']"
Train to Busan,"['viral', 'outbreak', 'martial', 'law', 'declar', 'mysteri', 'push', 'korea', 'state', 'emerg']['Action', 'Horror', 'Thriller']"
Terminator 2: Judgment Day,"['sarah', 'futur', 'john', 'resist', 'near', 'year', 'pass', 'sinc', 'connor', 'target']['Action', 'Thriller', 'Science Fiction']"
2001: A Space Odyssey,"['human', 'find', 'mysteri', 'object', 'buri', 'beneath', 'lunar', 'surfac', 'set', 'find']['Science Fiction', 'Mystery', 'Adventure']"
Teenage Mutant Ninja Turtles,"['citi', 'shredder', 'turtl', 'need', 'hero', 'dark', 'settl', 'new', 'york', 'evil']['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']"
Tomorrowland,"['bound', 'share', 'destini', 'bright', 'optimist', 'teen', 'burst', 'scientif', 'curios', 'former']['Adventure', 'Family', 'Mystery', 'Science Fiction']"
Despicable Me,"['villain', 'gru', 'live', 'reput', 'despic', 'deplor', 'downright', 'unlik', 'guy', 'hatch']['Animation', 'Family']"
The Incredibles,"['time', 'bob', 'parr', 'given', 'superhero', 'day', 'log', 'insur', 'adjust', 'rais']['Action', 'Adventure', 'Animation', 'Family']"
Angels & Demons,"['harvard', 'symbologist', 'robert', 'langdon', 'investig', 'mysteri', 'symbol', 'sear', 'chest', 'murder']['Thriller', 'Mystery']"
Penguins of Madagascar,"['skipper', 'kowalski', 'rico', 'privat', 'join', 'forc', 'undercov', 'organ', 'north', 'wind']['Family', 'Animation', 'Adventure', 'Comedy']"
Ghostbusters,"['lose', 'academ', 'post', 'prestigi', 'univers', 'team', 'parapsychologist', 'goe', 'busi', 'protonpacktot']['Comedy', 'Fantasy']"
Iron Man,"['held', 'captiv', 'afghan', 'cave', 'billionair', 'engin', 'toni', 'stark', 'creat', 'uniqu']['Action', 'Science Fiction', 'Adventure']"
The Wizard of Oz,"['young', 'dorothi', 'find', 'magic', 'world', 'make', 'friend', 'lion', 'scarecrow', 'tin']['Adventure', 'Family', 'Fantasy']"
Charlie and the Chocolate Factory,"['world', 'young', 'boy', 'win', 'tour', 'magnific', 'chocol', 'factori', 'led', 'unusu']['Adventure', 'Comedy', 'Family', 'Fantasy']"
Stonehearst Asylum,"['mental', 'harvard', 'medic', 'school', 'graduat', 'take', 'posit', 'institut', 'soon', 'becom']['Thriller']"
Toy Story,"['woodi', 'andi', 'buzz', 'led', 'toy', 'live', 'happili', 'room', 'birthday', 'bring']['Animation', 'Comedy', 'Family']"
The Hangover Part II,"['stu', 'hangov', 'crew', 'head', 'thailand', 'wed', 'disast', 'bachelor', 'parti', 'las']['Comedy']"
I.T.,"['mike', 'daughter', 'regan', 'success', 'selfmad', 'crook', 'gorgeous', 'disloy', 'wife', 'spoilt']['Crime', 'Drama', 'Thriller']"
The Lost City of Z,"['fawcett', 'dawn', '20th', 'centuri', 'british', 'explor', 'perci', 'journey', 'amazon', 'discov']['Action', 'Adventure', 'Drama', 'History']"
Aliens,"['ripley', 'found', 'planet', 'colonist', 'lifepod', 'salvag', 'crew', 'year', 'later', 'find']['Horror', 'Action', 'Thriller', 'Science Fiction']"
Saving Private Ryan,"['troop', 'storm', 'beach', 'normandi', 'three', 'brother', 'lie', 'dead', 'battlefield', 'fourth']['Drama', 'History', 'War']"
Seven Pounds,"['ir', 'agent', 'fate', 'secret', 'embark', 'extraordinari', 'journey', 'redempt', 'forev', 'chang']['Drama']"
The Lion King,"['young', 'lion', 'cub', 'name', 'simba', 'wait', 'king', 'uncl', 'crave', 'titl']['Family', 'Animation', 'Drama']"
Divergent,"['tris', 'diverg', 'world', 'divid', 'faction', 'base', 'person', 'type', 'learn', 'classifi']['Adventure', 'Action', 'Science Fiction']"
Kill Bill: Vol. 2,"['kill', 'bride', 'unwav', 'continu', 'roar', 'rampag', 'reveng', 'band', 'assassin', 'tri']['Action', 'Crime', 'Thriller']"
Enigma,"['romant', 'thriller', 'base', 'around', 'world', 'war', 'project', 'crack', 'code', 'behind']['Mystery', 'Drama', 'Thriller', 'Romance', 'War']"
I Spit on Your Grave III: Vengeance is Mine,"['jennif', 'new', 'hill', 'still', 'torment', 'brutal', 'sexual', 'assault', 'endur', 'year']['Horror', 'Thriller']"
Jupiter Ascending,"['univers', 'human', 'genet', 'materi', 'precious', 'commod', 'impoverish', 'young', 'earth', 'woman']['Science Fiction', 'Fantasy', 'Action', 'Adventure']"
Harry Potter and the Order of the Phoenix,"['harri', 'return', 'fifth', 'year', 'studi', 'hogwart', 'stun', 'find', 'warn', 'return']['Adventure', 'Fantasy', 'Family', 'Mystery']"
Cast Away,"['chuck', 'top', 'intern', 'manag', 'fedex', 'kelli', 'phd', 'student', 'love', 'head']['Adventure', 'Drama']"
Nightcrawler,"['lou', 'bloom', 'desper', 'work', 'muscl', 'world', 'crime', 'journal', 'blur', 'line']['Crime', 'Drama', 'Thriller']"
TRON: Legacy,"['sam', 'flynn', 'techsavvi', 'dare', 'son', 'kevin', 'investig', 'father', 'disappear', 'pull']['Adventure', 'Action', 'Science Fiction']"
Straight Outta Compton,"['life', 'danger', '1987', 'five', 'young', 'men', 'use', 'brutal', 'honest', 'rhyme']['Drama', 'Music']"
Mulan,"['tomboyish', 'girl', 'disguis', 'young', 'man', 'fight', 'imperi', 'chines', 'armi', 'invad']['Animation', 'Family', 'Adventure']"
Pixels,"['video', 'game', 'expert', 'recruit', 'militari', 'fight', '1980sera', 'charact', 'attack', 'new']['Action', 'Comedy', 'Science Fiction']"
The Key,"['nino', 'daughter', 'twenti', 'year', 'marriag', 'art', 'professor', 'rolf', 'attempt', 'break']['Romance', 'Drama']"
The Bourne Identity,"['bourn', 'wound', 'brink', 'death', 'suffer', 'amnesia', 'jason', 'rescu', 'sea', 'fisherman']['Action', 'Drama', 'Mystery', 'Thriller']"
Hacksaw Ridge,"['american', 'wwii', 'armi', 'medic', 'desmond', 'doss', 'serv', 'battl', 'okinawa', 'refus']['Drama', 'History', 'War']"
The Pursuit of Happyness,"['find', 'sell', 'job', 'true', 'stori', 'christoph', 'gardner', 'invest', 'heavili', 'devic']['Drama']"
Horrible Bosses 2,"['dale', 'kurt', 'nick', 'decid', 'start', 'busi', 'thing', 'plan', 'slick', 'investor']['Comedy']"
In a Heartbeat,"['boy', 'closet', 'run', 'risk', 'out', 'heart', 'pop', 'chest', 'chase', 'dream']['Family', 'Animation', 'Romance', 'Comedy']"
Terminator 3: Rise of the Machines,"['connor', 'year', 'sinc', 'john', 'save', 'earth', 'judgment', 'day', 'live', 'radar']['Action', 'Thriller', 'Science Fiction']"
Braveheart,"['english', 'enrag', 'slaughter', 'murron', 'new', 'bride', 'childhood', 'love', 'scottish', 'warrior']['Action', 'Drama', 'History', 'War']"
American Beauty,"['lester', 'burnham', 'depress', 'suburban', 'father', 'midlif', 'crisi', 'decid', 'turn', 'hectic']['Drama']"
The Bar,"['group', 'stranger', 'trap', 'insid', 'bar']['Horror', 'Thriller', 'Comedy']"
Amityville: The Awakening,"['brother', 'hous', 'bell', 'mother', 'littl', 'sister', 'comatos', 'twin', 'move', 'new']['Thriller', 'Horror']"
Scouts Guide to the Zombie Apocalypse,"['three', 'scout', 'lifelong', 'friend', 'join', 'forc', 'one', 'badass', 'cocktail', 'waitress']['Comedy', 'Horror']"
Minority Report,"['anderton', 'john', 'top', 'precrim', 'cop', 'late21st', 'centuri', 'technolog', 'predict', 'crime']['Action', 'Thriller', 'Science Fiction', 'Mystery']"
Star Trek Beyond,"['uss', 'enterpris', 'crew', 'explor', 'furthest', 'reach', 'unchart', 'space', 'encount', 'mysteri']['Action', 'Adventure', 'Science Fiction']"
The Hobbit: The Desolation of Smaug,"['bilbo', 'dwarv', 'gandalf', 'success', 'escap', 'misti', 'mountain', 'gain', 'one', 'ring']['Adventure', 'Fantasy']"
Underworld,"['war', 'vampir', 'werewolv', 'wage', 'nocturn', 'centuri', 'bet', 'femal', 'vampir', 'warrior']['Fantasy', 'Action', 'Thriller']"
Sin City: A Dame to Kill For,"['sin', 'citi', 'hardboil', 'citizen', 'cross', 'path', 'revil', 'inhabit']['Crime', 'Thriller']"
The Dark Knight Rises,"['attorney', 'dent', 'batman', 'protect', 'gotham', 'citi', 'follow', 'death', 'district', 'harvey']['Action', 'Crime', 'Drama', 'Thriller']"
San Andreas,"['aftermath', 'massiv', 'earthquak', 'california', 'rescuechopp', 'pilot', 'make', 'danger', 'journey', 'across']['Action', 'Drama', 'Thriller']"
Ratatouille,"['rat', 'remi', 'french', 'despit', 'pari', 'restaur', 'culinari', 'name', 'dream', 'becom']['Animation', 'Comedy', 'Family', 'Fantasy']"
It Comes at Night,"['secur', 'within', 'desol', 'home', 'unnatur', 'threat', 'terror', 'world', 'man', 'establish']['Horror', 'Mystery', 'Thriller']"
Beautiful Creatures,"['lena', 'ethan', 'wate', 'want', 'get', 'know', 'duchann', 'better', 'unbeknownst', 'strang']['Fantasy', 'Drama', 'Romance']"
Leon: The Professional,"['leon', 'mathilda', 'top', 'hit', 'man', 'new', 'york', 'earn', 'rep', 'effect']['Thriller', 'Crime', 'Drama']"
The Bourne Supremacy,"['bourn', 'life', 'cia', 'oper', 'purchas', 'classifi', 'russian', 'document', 'blown', 'rival']['Action', 'Drama', 'Thriller']"
S.W.A.T.: Under Siege,"['swat', 'prison', 'cartel', 'agent', 'travi', 'scorpion', 'dea', 'takedown', 'end', 'shootout']['Action', 'Crime', 'Thriller']"
It Follows,"['jay', '19yearold', 'fall', 'school', 'boy', 'weekend', 'lake', 'seem', 'innoc', 'physic']['Horror', 'Thriller']"
Amazing Grace,"['true', 'stori', 'william', 'wilberforc', 'courag', 'quest', 'end', 'british', 'slave', 'trade']['Drama']"
The Hateful Eight,"['bounti', 'hunter', 'seek', 'shelter', 'rage', 'blizzard', 'get', 'caught', 'plot', 'betray']['Crime', 'Drama', 'Mystery', 'Western']"
Skyfall,"['bond', 'mi6', 'latest', 'assign', 'goe', 'grave', 'wrong', 'agent', 'around', 'world']['Action', 'Adventure', 'Thriller']"
Passengers,"['spacecraft', 'travel', 'distant', 'coloni', 'planet', 'transport', 'thousand', 'peopl', 'malfunct', 'sleep']['Adventure', 'Drama', 'Romance', 'Science Fiction']"
Top Gun,"['pete', 'lieuten', 'maverick', 'mitchel', 'friend', 'copilot', 'nick', 'goos', 'bradshaw', 'accept']['Action', 'Romance', 'War']"
Kidnap,"['karla', 'son', 'franki', 'singl', 'mother', 'mccoy', 'live', 'perfect', 'life', 'young']['Drama', 'Thriller']"
V for Vendetta,"['britain', 'world', 'great', 'becom', 'fascist', 'state', 'mask', 'vigilant', 'known', 'conduct']['Action', 'Thriller', 'Fantasy']"
Ice Age: Collision Course,"['event', 'new', 'set', 'continent', 'drift', 'scrat', 'epic', 'pursuit', 'elus', 'acorn']['Adventure', 'Animation', 'Family', 'Comedy']"
Black Butterfly,"['paul', 'downonhisluck', 'screenwrit', 'pick', 'drifter', 'offer', 'place', 'stay', 'howev', 'derang']['Thriller']"
Sing,"['koala', 'name', 'buster', 'recruit', 'best', 'friend', 'help', 'drum', 'busi', 'theater']['Animation', 'Comedy', 'Drama', 'Family', 'Music']"
The Hunger Games,"['game', 'hunger', 'part', 'tribut', 'must', 'one', 'katniss', 'everi', 'year', 'ruin']['Science Fiction', 'Adventure', 'Fantasy']"
Underworld: Blood Wars,"['vampir', 'death', 'dealer', 'selen', 'fend', 'brutal', 'attack', 'lycan', 'clan', 'faction']['Action', 'Fantasy', 'Horror']"
Derailed,"['galina', 'jacqu', 'train', 'nato', 'oper', 'kristoff', 'jeanclaud', 'van', 'damm', 'summon']['Action', 'Thriller']"
The Green Mile,"['coffey', 'supernatur', 'tale', 'set', 'death', 'row', 'southern', 'prison', 'gentl', 'giant']['Fantasy', 'Drama', 'Crime']"
American Pastoral,"['set', 'postwar', 'america', 'man', 'watch', 'seem', 'perfect', 'life', 'fall', 'apart']['Drama']"
"Crouching Tiger, Hidden Dragon","['two', 'warrior', 'pursuit', 'stolen', 'sword', 'notori', 'fugit', 'led', 'impetu', 'physicallyskil']['Adventure', 'Drama', 'Action', 'Romance']"
Live by Night,"['stori', 'set', 'prohibit', 'era', 'center', 'around', 'group', 'individu', 'deal', 'world']['Crime', 'Drama']"
Dr. No,"['bond', 'film', 'launch', 'jame', 'saga', 'agent', '007', 'battl', 'mysteri', 'scientif']['Adventure', 'Action', 'Thriller']"
War of the Worlds,"['ray', 'ferrier', 'divorc', 'dockwork', 'lessthanperfect', 'father', 'soon', 'exwif', 'new', 'husband']['Adventure', 'Thriller', 'Science Fiction']"
Dead Poets Society,"['elit', 'oldfashion', 'board', 'school', 'new', 'england', 'passion', 'english', 'teacher', 'inspir']['Drama']"
Raiders of the Lost Ark,"['indiana', 'jone', 'tweedsuit', 'professor', 'happen', 'celebr', 'archaeologist', 'hire', 'govern', 'locat']['Adventure', 'Action']"
The Woman in Red,"['happili', 'marri', 'famili', 'man', 'would', 'never', 'consid', 'affair', 'meet', 'beauti']['Comedy', 'Romance']"
Catch Me If You Can,"['frank', 'true', 'stori', 'abagnal', '19th', 'birthday', 'success', 'con', 'million', 'dollar']['Drama', 'Crime']"
Child's Play,"['singl', 'mother', 'give', 'son', 'belov', 'doll', 'birthday', 'discov', 'possess', 'soul']['Horror', 'Thriller']"
Equals,"['futurist', 'love', 'stori', 'set', 'world', 'emot', 'erad']['Drama', 'Romance', 'Science Fiction']"
Cinderella,"['ella', 'father', 'unexpect', 'pass', 'away', 'young', 'find', 'merci', 'cruel', 'stepmoth']['Romance', 'Fantasy', 'Family', 'Drama']"
Django Unchained,"['help', 'german', 'bounti', 'hunter', 'freed', 'slave', 'set', 'rescu', 'wife', 'brutal']['Drama', 'Western']"
King Kong,"['1933', 'new', 'york', 'over', 'ambiti', 'movi', 'produc', 'coerc', 'cast', 'hire']['Adventure', 'Drama', 'Action']"
Jaws,"['shark', 'insati', 'great', 'white', 'terror', 'townspeopl', 'amiti', 'island', 'polic', 'chief']['Horror', 'Thriller', 'Adventure']"
La La Land,"['mia', 'aspir', 'actress', 'serv', 'latt', 'movi', 'star', 'audit', 'sebastian', 'jazz']['Comedy', 'Drama', 'Music', 'Romance']"
Factory Girl,"['edi', 'artist', 'andi', 'warhol', 'mid1960', 'wealthi', 'debut', 'sedgwick', 'meet', 'join']['Drama']"
Non-Stop,"['bill', 'mark', 'burnedout', 'veteran', 'air', 'marshal', 'servic', 'view', 'assign', 'lifesav']['Action', 'Thriller', 'Mystery']"
Ted,"['bear', 'john', 'bennett', 'man', 'whose', 'childhood', 'wish', 'bring', 'teddi', 'life']['Comedy', 'Fantasy']"
Beauty and the Beast,"['version', 'beast', 'madam', 'villeneuv', 'publish', 'love', 'beauti', 'adapt', 'stori', 'anonym']['Fantasy', 'Romance']"
The Shining,"['jack', 'torranc', 'accept', 'caretak', 'job', 'overlook', 'hotel', 'along', 'wife', 'wendi']['Horror', 'Thriller']"
Hercules,"['becom', 'year', 'soul', 'god', 'king', 'soul', 'men', 'train', 'armi', 'time']['Action', 'Adventure']"
The Last Samurai,"['algren', 'samurai', 'nathan', 'american', 'hire', 'instruct', 'japanes', 'armi', 'way', 'modern']['Drama', 'Action', 'War', 'History']"
Iron Sky,"['space', 'last', 'moment', 'world', 'war', 'secret', 'nazi', 'program', 'evad', 'destruct']['Action', 'Comedy', 'Science Fiction']"
Night at the Museum: Secret of the Tomb,"['magic', 'power', 'tablet', 'ahkmenrah', 'begin', 'die', 'larri', 'daley', 'ben', 'stiller']['Adventure', 'Comedy', 'Fantasy', 'Family']"
Super 8,"['soon', '1979', 'ohio', 'sever', 'youngster', 'make', 'zombi', 'movi', 'super8', 'camera']['Thriller', 'Science Fiction', 'Mystery']"
The Emerald Forest,"['bill', 'son', 'tommi', 'ten', 'year', 'engin', 'markham', 'search', 'tireless', 'disappear']['Action', 'Adventure', 'Drama']"
Sicario,"['young', 'femal', 'fbi', 'agent', 'join', 'secret', 'cia', 'oper', 'take', 'mexican']['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The Empire Strikes Back,"['luke', 'captur', 'epic', 'saga', 'continu', 'skywalk', 'hope', 'defeat', 'evil', 'galact']['Adventure', 'Action', 'Science Fiction']"
Maleficent,"['malefic', 'kingdom', 'invad', 'land', 'aurora', 'untold', 'stori', 'disney', 'icon', 'villain']['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']"
No manches Frida,"['thief', 'get', 'job', 'school', 'order', 'retriev', 'money', 'hid', 'awhil', 'ago']['Comedy']"
The Runaways,"['joan', 'jett', 'cheri', 'curri', 'two', 'rebelli', 'teenag', 'southern', 'california', 'becom']['Drama', 'Music']"
Fantastic Four,"['four', 'storm', 'space', 'voyag', 'scientist', 'alter', 'cosmic', 'ray', 'reed', 'richard']['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
E.T. the Extra-Terrestrial,"['alien', 'elliott', 'gentl', 'becom', 'strand', 'earth', 'discov', 'befriend', 'young', 'boy']['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
Trainspotting,"['renton', 'deepli', 'immers', 'edinburgh', 'drug', 'scene', 'tri', 'clean', 'get', 'despit']['Drama', 'Crime']"
Up,"['life', 'carl', 'fredricksen', 'spent', 'entir', 'dream', 'explor', 'globe', 'experienc', 'fullest']['Animation', 'Comedy', 'Family', 'Adventure']"
